1000 414247
2000 454372
3000 442068
4000 461385
5000 438988
6000 437384
7000 475529
8000 388790
9000 327626
10000 324014
11000 305273
12000 314464
13000 291509
14000 292818
15000 308641
16000 305722
17000 306019
18000 305179
19000 295632
20000 3558320
21000 235349
22000 111345
23000 111311
24000 112180
25000 110944
26000 112230
27000 123615
28000 107641
29000 133800
30000 114506
31000 120572
32000 113693
33000 113633
34000 114210
35000 113660
36000 103847
37000 87823
38000 74336
39000 74152
40000 74333
41000 71599
42000 71770
43000 71598
44000 71772
45000 71585
46000 71769
47000 71599
48000 76798
49000 71591
50000 71782
51000 71595
52000 71773
53000 71597
54000 71770
55000 71590
56000 69380
57000 69363
58000 69376
59000 69207
60000 69379
61000 69200
62000 69386
63000 69213
64000 74145
65000 69160
66000 69054
67000 73476
68000 69079
69000 69074
70000 72161
71000 68891
72000 71583
73000 71951
74000 69075
75000 68902
76000 73595
77000 69076
78000 69052
79000 68863
80000 68930
81000 69053
82000 68869
83000 69071
84000 68881
85000 69048
86000 68894
87000 69073
88000 68909
89000 69077
90000 68880
91000 69056
92000 69080
93000 69071
94000 69054
95000 79708
96000 69042
97000 69039
98000 68893
99000 69075
100000 69039
101000 68895
102000 69054
103000 69094
104000 69069
105000 69041
106000 68888
107000 69089
108000 69038
109000 68900
110000 73957
111000 69040
112000 78503
113000 69053
114000 68937
115000 69039
116000 69052
117000 69053
118000 68922
119000 69065
120000 69053
121000 68923
122000 69071
123000 69052
124000 68879
125000 71078
126000 68812
127000 69056
128000 69080
129000 68877
130000 69053
131000 68900
132000 68873
133000 76894
134000 68912
135000 68876
136000 69054
137000 69060
138000 68881
139000 69063
140000 69062
141000 69134
142000 69038
143000 68892
144000 78813
145000 68875
146000 69063
147000 77679
148000 80571
149000 68912
150000 69037
151000 68893
152000 68900
153000 68887
154000 69049
155000 68907
156000 68942
157000 68878
158000 69056
159000 68879
160000 68980
161000 68896
162000 69050
163000 68908
164000 68895
165000 69060
166000 68892
167000 78186
168000 69069
169000 68877
170000 68893
171000 68928
172000 69036
173000 68891
174000 79775
175000 69071
176000 69044
177000 68892
178000 71212
179000 68877
180000 69053
181000 68891
182000 69073
183000 68878
184000 68891
185000 69066
186000 78236
187000 68882
188000 68895
189000 69046
190000 69055
191000 68901
192000 68880
193000 68907
194000 69084
195000 68886
196000 68891
197000 68904
198000 68874
199000 68896
200000 69071
201000 68907
202000 68867
203000 68892
204000 68887
205000 68876
206000 69057
207000 68903
208000 68876
209000 69104
210000 69055
211000 68887
212000 69068
213000 68877
214000 68895
215000 68909
216000 68924
217000 68870
218000 68893
219000 68903
220000 69053
221000 68881
222000 68894
223000 68881
224000 68916
225000 68887
226000 68884
227000 69056
228000 68896
229000 69050
230000 68911
231000 71369
232000 69043
233000 73217
234000 68891
235000 68882
236000 71760
237000 68907
238000 68895
239000 82838
240000 68893
241000 69072
242000 71926
243000 68900
244000 68893
245000 71666
246000 69067
247000 68892
248000 72530
249000 68893
250000 68876
251000 71629
252000 68896
253000 68865
254000 77372
255000 68880
256000 68885
257000 68904
258000 69070
259000 68877
260000 68884
261000 69083
262000 69110
263000 77485
264000 68896
265000 68902
266000 68875
267000 68900
268000 68879
269000 68916
270000 68898
271000 69075
272000 69040
273000 68904
274000 68891
275000 68875
276000 68890
277000 69108
278000 68874
279000 78491
280000 68886
281000 69075
282000 68900
283000 68874
284000 71038
285000 80419
286000 68892
287000 68892
288000 68913
289000 69068
290000 69053
291000 68897
292000 80523
293000 68876
294000 68899
295000 68875
296000 68898
297000 68910
298000 68885
299000 69085
300000 68911
301000 68886
302000 68884
303000 68896
304000 68874
305000 68885
306000 68909
307000 68919
308000 68881
309000 68904
310000 68874
311000 68889
312000 69067
313000 69058
314000 68878
315000 80588
316000 68878
317000 68906
318000 68899
319000 68891
320000 79727
321000 68875
322000 68928
323000 69076
324000 69081
325000 68879
326000 68882
327000 68896
328000 68888
329000 69074
330000 69118
331000 69060
332000 68907
333000 68912
334000 68885
335000 69051
336000 68909
337000 70019
338000 68871
339000 68894
340000 69073
341000 68876
342000 68897
343000 69065
344000 68873
345000 79274
346000 68880
347000 68866
348000 68892
349000 68909
350000 68872
351000 69047
352000 68889
353000 68874
354000 68894
355000 68886
356000 68878
357000 68909
358000 68883
359000 68878
360000 69115
361000 68887
362000 68891
363000 69067
364000 68876
365000 69054
366000 69073
367000 68875
368000 68923
369000 68897
370000 68883
371000 68897
372000 68899
373000 68891
374000 68896
375000 68912
376000 68887
377000 68897
378000 68900
379000 68878
380000 68889
381000 68900
382000 69060
383000 88587
384000 68893
385000 68882
386000 69084
387000 68909
388000 69076
389000 68891
390000 71454
391000 68889
392000 68881
393000 68896
394000 69105
395000 73806
396000 71309
397000 68913
398000 77314
399000 71667
400000 68917
401000 68889
402000 73016
403000 68876
404000 69075
405000 73650
406000 68874
407000 68898
408000 71539
409000 68909
410000 68876
411000 71488
412000 68894
413000 68947
414000 71780
415000 68915
416000 68887
417000 72205
418000 68891
419000 68882
420000 71639
421000 68914
422000 69060
423000 71777
424000 68897
425000 69054
426000 71754
427000 68905
428000 68912
429000 71596
430000 69081
431000 69037
432000 68888
433000 68882
434000 68883
435000 69054
436000 80175
437000 68898
438000 68917
439000 68893
440000 69085
441000 68897
442000 69116
443000 68909
444000 68900
445000 68894
446000 68906
447000 68875
448000 69074
449000 69061
450000 68890
451000 77148
452000 69062
453000 69066
454000 68896
455000 69074
456000 68891
457000 68898
458000 71455
459000 68880
460000 68907
461000 69092
462000 68891
463000 68895
464000 68895
465000 68882
466000 68919
467000 68883
468000 68898
469000 68903
470000 78604
471000 68880
472000 69065
473000 69051
474000 69129
475000 68921
476000 68879
477000 68888
478000 69097
479000 69087
480000 68895
481000 69132
482000 68882
483000 68893
484000 68900
485000 68877
486000 69079
487000 68927
488000 68897
489000 77822
490000 68910
491000 68878
492000 68890
493000 69082
494000 78398
495000 68880
496000 68891
497000 68903
498000 68883
499000 68890
500000 68882
501000 68878
502000 68895
503000 68895
504000 68931
505000 69069
506000 68879
507000 68891
508000 69073
509000 68877
510000 68894
511000 69067
512000 69104
513000 68897
514000 68893
515000 68877
516000 68890
517000 69065
518000 68876
519000 68925
520000 68896
521000 68893
522000 68896
523000 68900
524000 68883
525000 68877
526000 68915
527000 78723
528000 68893
529000 68900
530000 69061
531000 68879
532000 69086
533000 68886
534000 69132
535000 68923
536000 68889
537000 68897
538000 68894
539000 79850
540000 69048
541000 68892
542000 68940
543000 68875
544000 68905
545000 78551
546000 69053
547000 69088
548000 68899
549000 71145
550000 69090
551000 68890
552000 68925
553000 305987
554000 285183
555000 281293
556000 305304
557000 290496
558000 275160
559000 288408
560000 278399
561000 274297
562000 322359
563000 270611
564000 270525
565000 269294
566000 229668
567000 243899
568000 234684
569000 241058
570000 235030
571000 242429
572000 237633
573000 71779
574000 84552
575000 69061
576000 69077
577000 71398
578000 69080
579000 69076
580000 71878
581000 69075
582000 69078
583000 73469
584000 69092
585000 69078
586000 73950
587000 69056
588000 69081
589000 71965
590000 69087
591000 69059
592000 82215
593000 69065
594000 69057
595000 69074
596000 69117
597000 69094
598000 69085
599000 69077
600000 69085
601000 69067
602000 69076
603000 69072
604000 69101
605000 69041
606000 69078
607000 69067
608000 69064
609000 69070
610000 69060
611000 71698
612000 77808
613000 69041
614000 69077
615000 69063
616000 69056
617000 69077
618000 69070
619000 69126
620000 69072
621000 69066
622000 69064
623000 69072
624000 69057
625000 69080
626000 69064
627000 69083
628000 69058
629000 69070
630000 69088
631000 78805
632000 69071
633000 69054
634000 69093
635000 69064
636000 69080
637000 69064
638000 69080
639000 69060
640000 69061
641000 69083
642000 69128
643000 69046
644000 69055
645000 69096
646000 69054
647000 69197
648000 69130
649000 69096
650000 69072
651000 69080
652000 69077
653000 69072
654000 69062
655000 69089
656000 69087
657000 69169
658000 69097
659000 69074
660000 69062
661000 69070
662000 69073
663000 69069
664000 69076
665000 88716
666000 69101
667000 69081
668000 69076
669000 69088
670000 69069
671000 69070
672000 69115
673000 69069
674000 69059
675000 69079
676000 69073
677000 69051
678000 69072
679000 69081
