680000 69117
681000 69057
682000 69084
683000 69090
684000 69057
685000 69077
686000 74063
687000 74272
688000 74542
689000 74524
690000 74335
691000 75042
692000 75037
693000 74771
694000 69498
695000 87397
696000 69458
697000 69328
698000 69351
699000 69341
700000 69356
701000 69352
702000 69356
703000 69348
704000 69335
705000 69340
706000 69034
707000 69317
708000 69332
709000 79213
710000 69604
711000 94940
712000 73068
713000 69333
714000 74338
715000 69354
716000 69279
717000 69336
718000 69311
719000 69345
720000 69322
721000 69342
722000 69355
723000 69343
724000 69351
725000 69355
726000 69350
727000 69351
728000 68790
729000 69341
730000 69345
731000 87660
732000 71735
733000 76221
734000 69337
735000 69345
736000 74154
737000 69337
738000 69305
739000 69348
740000 69355
741000 69367
742000 69340
743000 69325
744000 69345
745000 69340
746000 69359
747000 78931
748000 69347
749000 69351
750000 69342
751000 69351
752000 69321
753000 69342
754000 69351
755000 69332
756000 69353
757000 82398
758000 74469
759000 69329
760000 69340
761000 80035
762000 78992
763000 69342
764000 69336
765000 69347
766000 69349
767000 69355
768000 69337
769000 69357
770000 69348
771000 69360
772000 69341
773000 69346
774000 69344
775000 69342
776000 69337
777000 69354
778000 69356
779000 69360
780000 73968
781000 69327
782000 69346
783000 74108
784000 69347
785000 69312
786000 69312
787000 69368
788000 69347
789000 69334
790000 69354
791000 69361
792000 69342
793000 69348
794000 69341
795000 69347
796000 69360
797000 69369
798000 69345
799000 69337
800000 69356
801000 78802
802000 69073
803000 69018
804000 69002
805000 68994
806000 68988
807000 69006
808000 69074
809000 69012
810000 68999
811000 69016
812000 69025
813000 68995
814000 68997
815000 68986
816000 69006
817000 69060
818000 68997
819000 69015
820000 69004
821000 80410
822000 80247
823000 69000
824000 69017
825000 69033
826000 69084
827000 68993
828000 69006
829000 69000
830000 69001
831000 69003
832000 69030
833000 68998
834000 69015
835000 69004
836000 68994
837000 69003
838000 69038
839000 68994
840000 68995
841000 69014
842000 69036
843000 69019
844000 69068
845000 68998
846000 68985
847000 69020
848000 68994
849000 69008
850000 69017
851000 68995
852000 69003
853000 69041
854000 69010
855000 74137
856000 74065
857000 73981
858000 73910
859000 73976
860000 74124
861000 86799
862000 74173
863000 74113
864000 74010
865000 73957
866000 73984
867000 74002
868000 73957
869000 68969
870000 73949
871000 73948
872000 73931
873000 73924
874000 76887
875000 78647
876000 69073
877000 72277
878000 69050
879000 68993
880000 86037
881000 69002
882000 68990
883000 71980
884000 69016
885000 68975
886000 71921
887000 69020
888000 68998
889000 71765
890000 68996
891000 68971
892000 71779
893000 69016
894000 69013
895000 72551
896000 69031
897000 77320
898000 71747
899000 69019
900000 68998
901000 71849
902000 69023
903000 68998
904000 71659
905000 68993
906000 69012
907000 71533
908000 69029
909000 69000
910000 69056
911000 69057
912000 69005
913000 77127
914000 69021
915000 68989
916000 69003
917000 69015
918000 69011
919000 69016
920000 78949
921000 68982
922000 69016
923000 69055
924000 68998
925000 69069
926000 69025
927000 69005
928000 69016
929000 69010
930000 68993
931000 69017
932000 69036
933000 68992
934000 68986
935000 69013
936000 79886
937000 69004
938000 69029
939000 68988
940000 69003
941000 69034
942000 68993
943000 69062
944000 69001
945000 68983
946000 68980
947000 69003
948000 68986
949000 69022
950000 69007
951000 68995
952000 69016
953000 69013
954000 69058
955000 69020
956000 69014
957000 69001
958000 88702
959000 69077
960000 69001
961000 69020
962000 69013
963000 69008
964000 69004
965000 69013
966000 69009
967000 68997
968000 69005
969000 69000
970000 69022
971000 69014
972000 69009
973000 69041
974000 80431
975000 68978
976000 69030
977000 69008
978000 69013
979000 69029
980000 68989
981000 68999
982000 69049
983000 69033
984000 69020
985000 69033
986000 69047
987000 69019
988000 69036
989000 69033
990000 69034
991000 69050
992000 69018
993000 69072
994000 69052
995000 69015
996000 69020
997000 69025
998000 69017
999000 84487
